CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR159,Nissan,SUV,F-9785,2023-09-30,2024-09-29
CAR984,Honda,Sedan,A-2078,2023-01-15,2024-01-15
CAR271,Nissan,Luxury,A-7915,2023-08-02,2024-08-01
CAR737,Mercedes,Compact,A-6702,2023-05-21,2024-05-20
CAR318,Mercedes,SUV,D-3566,2024-04-11,2025-04-11
CAR830,Honda,SUV,E-6751,2024-01-04,2025-01-03
CAR218,Toyota,Luxury,C-2513,2023-02-10,2024-02-10
CAR462,Mercedes,Sedan,C-4918,2024-04-11,2025-04-11
CAR380,Audi,Luxury,E-9248,2023-08-02,2024-08-01
CAR967,BMW,Sedan,D-7675,2023-12-16,2024-12-15
CAR931,Honda,Compact,A-8282,2024-03-23,2025-03-23
CAR862,Nissan,Luxury,E-2152,2023-05-20,2024-05-19
CAR158,Audi,Compact,C-7302,2024-03-08,2025-03-08
CAR955,Mercedes,Compact,B-4544,2024-10-20,2025-10-20
CAR691,Honda,SUV,F-8105,2023-09-07,2024-09-06
CAR686,Toyota,SUV,A-7604,2023-05-12,2024-05-11
CAR803,Nissan,SUV,D-5321,2024-06-19,2025-06-19
CAR510,Mercedes,Luxury,C-5564,2024-04-01,2025-04-01
CAR712,Nissan,Compact,D-6230,2022-12-08,2023-12-08
CAR600,Toyota,SUV,B-5603,2024-03-11,2025-03-11
CAR612,Nissan,Luxury,B-7634,2024-07-21,2025-07-21
CAR465,Honda,SUV,A-8460,2022-11-28,2023-11-28
CAR439,Nissan,Luxury,B-4646,2022-11-20,2023-11-20
CAR361,Mercedes,Luxury,F-4945,2022-11-11,2023-11-11
CAR638,Nissan,SUV,C-5587,2023-10-07,2024-10-06
CAR639,Honda,Sports,F-6551,2024-04-28,2025-04-28
CAR827,Toyota,Sports,D-7864,2023-03-17,2024-03-16
CAR366,Nissan,SUV,B-7545,2023-02-04,2024-02-04
CAR773,Audi,Compact,F-7053,2023-12-11,2024-12-10
CAR389,BMW,Luxury,D-2051,2024-09-28,2025-09-28
CAR913,Honda,Compact,A-3290,2024-03-04,2025-03-04
CAR361,Audi,Sedan,B-4974,2023-11-19,2024-11-18
CAR282,Mercedes,Sports,A-2258,2024-08-24,2025-08-24
CAR788,Nissan,Luxury,C-9976,2024-08-22,2025-08-22
CAR957,Honda,SUV,D-2464,2024-09-29,2025-09-29
CAR607,Audi,Sports,A-9942,2024-02-19,2025-02-18
CAR651,BMW,Compact,B-2738,2024-02-05,2025-02-04
CAR921,Honda,SUV,D-6660,2023-04-24,2024-04-23
CAR856,Honda,Sports,C-2441,2024-02-09,2025-02-08
CAR342,BMW,Sedan,B-9620,2023-08-27,2024-08-26
CAR682,Nissan,Sedan,D-9281,2024-05-25,2025-05-25
CAR499,Honda,Luxury,D-2689,2024-07-04,2025-07-04
CAR689,Honda,Compact,B-8705,2023-03-16,2024-03-15
CAR544,Honda,Sedan,A-8356,2024-05-12,2025-05-12
CAR498,BMW,Sports,A-1653,2023-12-26,2024-12-25
CAR172,Audi,Compact,C-5225,2024-04-29,2025-04-29
CAR653,Toyota,Luxury,F-2846,2023-02-20,2024-02-20
CAR130,Nissan,SUV,D-7149,2024-09-21,2025-09-21
CAR791,Audi,Sedan,D-8812,2023-01-13,2024-01-13
CAR334,Audi,Luxury,C-8855,2023-02-01,2024-02-01
CAR837,Mercedes,Sports,F-2694,2024-10-04,2025-10-04
CAR532,Honda,SUV,A-5207,2023-10-18,2024-10-17
CAR999,Audi,Sedan,B-8686,2023-03-28,2024-03-27
CAR832,Nissan,Sedan,A-3086,2023-01-29,2024-01-29
CAR331,Audi,SUV,A-3763,2023-05-12,2024-05-11
CAR504,Audi,Luxury,E-2673,2023-03-12,2024-03-11
CAR653,Mercedes,Compact,B-8439,2023-11-17,2024-11-16
CAR865,Mercedes,Sports,F-4610,2023-11-30,2024-11-29
CAR324,Audi,Compact,E-5934,2023-03-21,2024-03-20
CAR270,Audi,Sedan,C-1756,2023-02-11,2024-02-11
CAR770,Toyota,Luxury,F-1275,2024-08-01,2025-08-01
CAR425,Nissan,SUV,D-3702,2023-12-25,2024-12-24
CAR439,Audi,SUV,D-6558,2023-06-11,2024-06-10
CAR799,Nissan,Compact,E-7847,2024-11-03,2025-11-03
CAR990,Mercedes,Luxury,C-9783,2023-01-01,2024-01-01
CAR406,Toyota,Luxury,D-3311,2024-01-29,2025-01-28
CAR102,Audi,Sedan,E-4474,2024-01-07,2025-01-06
CAR726,Audi,Compact,B-7529,2023-11-27,2024-11-26
CAR400,Toyota,Sedan,A-2016,2024-01-12,2025-01-11
CAR531,Toyota,Sedan,A-8607,2023-06-27,2024-06-26
CAR484,Audi,Sedan,E-2500,2024-06-19,2025-06-19
CAR352,Audi,SUV,E-8005,2023-01-08,2024-01-08
CAR100,Mercedes,Compact,F-5875,2024-09-22,2025-09-22
CAR754,Mercedes,SUV,A-5197,2024-03-28,2025-03-28
CAR250,Mercedes,Sports,E-3232,2023-03-10,2024-03-09
CAR919,Nissan,Sports,E-4453,2022-12-27,2023-12-27
CAR469,Toyota,Sports,D-4382,2023-07-14,2024-07-13
CAR624,BMW,Compact,A-8634,2024-05-01,2025-05-01
CAR294,BMW,SUV,F-9266,2024-01-17,2025-01-16
CAR141,Toyota,Sports,D-8979,2023-10-16,2024-10-15
CAR211,Mercedes,Sports,D-6753,2023-05-20,2024-05-19
CAR264,Toyota,SUV,B-9584,2024-09-01,2025-09-01
CAR786,Mercedes,Compact,A-6338,2023-07-02,2024-07-01
CAR653,Honda,SUV,E-9780,2024-06-25,2025-06-25
CAR447,BMW,Compact,C-4608,2023-08-25,2024-08-24
CAR197,Mercedes,SUV,E-7623,2023-03-14,2024-03-13
CAR244,Honda,Sports,F-3046,2024-03-30,2025-03-30
CAR337,Toyota,Luxury,B-7199,2024-10-11,2025-10-11
CAR485,BMW,Compact,B-7965,2024-09-26,2025-09-26
CAR695,Toyota,Sedan,C-7488,2024-07-20,2025-07-20
CAR965,Mercedes,Sedan,C-3222,2024-08-17,2025-08-17
CAR601,Toyota,Sedan,D-6090,2024-04-09,2025-04-09
CAR487,Audi,Sedan,B-7692,2023-08-30,2024-08-29
CAR535,Mercedes,Compact,A-7212,2023-10-18,2024-10-17
CAR435,Audi,SUV,F-8262,2023-03-31,2024-03-30
CAR525,Honda,SUV,A-1929,2024-01-09,2025-01-08
CAR534,Nissan,SUV,B-4098,2024-05-25,2025-05-25
CAR992,Mercedes,Luxury,B-5509,2023-06-18,2024-06-17
CAR251,Honda,Sedan,E-9273,2023-05-19,2024-05-18
CAR418,Toyota,Luxury,C-2418,2024-07-23,2025-07-23
CAR614,Mercedes,SUV,E-9124,2023-10-21,2024-10-20
