CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR673,Nissan,Sedan,E-7947,2022-12-16,2023-12-16
CAR755,Mercedes,Sedan,A-5870,2023-03-12,2024-03-11
CAR646,Honda,Sports,C-1223,2024-01-01,2024-12-31
CAR995,Audi,Sedan,B-7708,2023-11-08,2024-11-07
CAR894,Audi,Compact,C-6930,2024-03-10,2025-03-10
CAR381,Audi,Compact,E-1658,2023-02-18,2024-02-18
CAR923,Honda,SUV,B-9711,2022-12-25,2023-12-25
CAR514,BMW,SUV,B-9501,2024-01-19,2025-01-18
CAR715,Honda,Sports,D-1232,2023-12-22,2024-12-21
CAR250,Honda,Compact,C-8273,2024-03-02,2025-03-02
CAR251,Mercedes,Sports,B-8940,2023-06-27,2024-06-26
CAR287,BMW,Compact,F-3453,2023-01-05,2024-01-05
CAR950,Audi,Compact,D-8138,2023-10-13,2024-10-12
CAR233,Nissan,Luxury,B-2504,2024-07-18,2025-07-18
CAR146,Mercedes,Sports,C-4922,2023-12-28,2024-12-27
CAR162,Toyota,Sports,A-3670,2023-10-30,2024-10-29
CAR909,Mercedes,Sedan,D-3895,2023-11-29,2024-11-28
CAR184,Mercedes,Sedan,E-3951,2024-01-22,2025-01-21
CAR222,Mercedes,SUV,B-8477,2024-10-09,2025-10-09
CAR907,Nissan,Sports,B-8425,2023-01-19,2024-01-19
CAR737,Audi,Compact,E-2112,2024-04-25,2025-04-25
CAR103,Mercedes,Sedan,B-7260,2024-03-12,2025-03-12
CAR784,Honda,Sports,B-3612,2023-04-10,2024-04-09
CAR677,Mercedes,Sports,D-4615,2023-09-10,2024-09-09
CAR939,Honda,Sports,E-3449,2023-11-17,2024-11-16
CAR853,Toyota,SUV,B-7255,2023-01-10,2024-01-10
CAR222,BMW,SUV,B-3057,2024-02-29,2025-02-28
CAR610,Mercedes,Sedan,E-6829,2024-07-19,2025-07-19
CAR568,Nissan,Luxury,D-1243,2022-12-01,2023-12-01
CAR649,BMW,Compact,E-2021,2023-03-30,2024-03-29
CAR684,Honda,SUV,F-1757,2022-11-18,2023-11-18
CAR571,Audi,Luxury,C-5295,2024-03-09,2025-03-09
CAR471,Nissan,Sedan,F-4129,2024-01-28,2025-01-27
CAR225,Nissan,Compact,B-1872,2024-09-05,2025-09-05
CAR284,Toyota,Sports,E-8753,2023-05-14,2024-05-13
CAR829,Honda,Sedan,B-5934,2023-03-23,2024-03-22
CAR985,Toyota,Sedan,B-7776,2023-03-17,2024-03-16
CAR940,Toyota,Luxury,E-3862,2024-08-31,2025-08-31
CAR330,Toyota,Luxury,A-8766,2022-11-29,2023-11-29
CAR853,Nissan,Sports,B-5549,2023-09-11,2024-09-10
CAR932,BMW,Luxury,E-8041,2023-05-15,2024-05-14
CAR659,Honda,Luxury,B-7300,2023-01-05,2024-01-05
CAR193,Toyota,SUV,D-9379,2023-04-01,2024-03-31
CAR148,BMW,Sedan,F-7131,2024-02-15,2025-02-14
CAR589,Toyota,Sports,B-8655,2024-09-01,2025-09-01
CAR149,Toyota,Luxury,A-4093,2024-03-18,2025-03-18
CAR824,Toyota,SUV,F-5450,2024-09-28,2025-09-28
CAR927,BMW,Sedan,E-8162,2022-11-28,2023-11-28
CAR323,Mercedes,Compact,B-8296,2024-07-03,2025-07-03
CAR377,BMW,Compact,E-1303,2023-02-07,2024-02-07
CAR567,Audi,Luxury,A-6529,2024-04-06,2025-04-06
CAR780,BMW,Sedan,C-1242,2024-10-20,2025-10-20
CAR660,Audi,Compact,A-7917,2023-12-25,2024-12-24
CAR965,Honda,Compact,A-5937,2023-11-06,2024-11-05
CAR111,Mercedes,Luxury,D-6218,2023-01-05,2024-01-05
CAR392,BMW,SUV,D-7023,2023-01-22,2024-01-22
CAR978,Mercedes,Compact,F-4152,2024-07-31,2025-07-31
CAR264,Audi,SUV,F-3433,2024-10-23,2025-10-23
CAR422,Audi,SUV,B-7672,2024-06-10,2025-06-10
CAR936,Mercedes,Luxury,C-2417,2023-05-31,2024-05-30
CAR261,Toyota,SUV,A-2439,2023-04-14,2024-04-13
CAR619,Nissan,Sports,B-8576,2024-11-02,2025-11-02
CAR450,Nissan,Sports,C-9729,2024-05-28,2025-05-28
CAR927,BMW,SUV,B-4133,2024-09-29,2025-09-29
CAR340,Nissan,Luxury,F-3630,2023-04-22,2024-04-21
CAR701,Toyota,Sedan,F-6713,2023-02-03,2024-02-03
CAR376,Audi,SUV,E-3413,2023-03-10,2024-03-09
CAR734,Audi,Sports,B-8801,2023-06-20,2024-06-19
CAR929,Audi,Compact,D-2717,2024-01-22,2025-01-21
CAR541,BMW,Compact,B-8179,2024-09-18,2025-09-18
CAR752,Nissan,SUV,D-8726,2023-07-06,2024-07-05
CAR774,Nissan,Sedan,E-7935,2023-03-11,2024-03-10
CAR863,Toyota,Sedan,E-3484,2024-07-26,2025-07-26
CAR864,Toyota,Compact,D-3624,2024-05-29,2025-05-29
CAR315,Mercedes,Luxury,A-6797,2024-04-16,2025-04-16
CAR617,Nissan,SUV,A-3183,2024-02-12,2025-02-11
CAR174,Mercedes,SUV,E-4167,2024-03-18,2025-03-18
CAR653,Mercedes,Sports,B-7106,2022-11-29,2023-11-29
CAR252,Mercedes,Sports,D-6634,2024-02-26,2025-02-25
CAR722,Honda,Sedan,B-2241,2023-04-29,2024-04-28
CAR532,BMW,Sports,D-3005,2023-11-11,2024-11-10
CAR849,Toyota,Sports,E-9965,2022-12-25,2023-12-25
CAR382,BMW,Luxury,A-6094,2023-06-21,2024-06-20
CAR564,BMW,SUV,B-4436,2023-03-09,2024-03-08
CAR978,BMW,Compact,F-5987,2023-12-10,2024-12-09
CAR776,Nissan,SUV,C-2967,2023-07-07,2024-07-06
CAR781,Honda,Sports,B-1241,2023-07-16,2024-07-15
CAR139,BMW,SUV,D-4938,2023-10-22,2024-10-21
CAR684,Nissan,Sports,F-1014,2023-07-03,2024-07-02
CAR186,Audi,Sedan,A-6995,2024-09-02,2025-09-02
CAR453,BMW,Luxury,E-3774,2022-11-14,2023-11-14
CAR103,Audi,Luxury,E-4718,2022-11-15,2023-11-15
CAR569,BMW,Sports,D-3428,2023-09-13,2024-09-12
CAR885,Audi,Sports,C-3439,2023-04-25,2024-04-24
CAR381,BMW,Sedan,C-9974,2023-03-24,2024-03-23
CAR277,BMW,Sports,D-2781,2024-01-06,2025-01-05
CAR511,Mercedes,Luxury,F-6791,2023-11-14,2024-11-13
CAR428,Mercedes,SUV,D-1229,2023-12-09,2024-12-08
CAR315,Nissan,SUV,F-7595,2024-02-29,2025-02-28
CAR232,Honda,Compact,F-8100,2023-04-08,2024-04-07
CAR154,Honda,Luxury,E-4294,2023-10-07,2024-10-06
CAR519,Mercedes,Luxury,C-4003,2023-07-08,2024-07-07
CAR222,Nissan,Compact,A-4650,2024-03-29,2025-03-29
CAR598,Nissan,Sedan,E-1923,2024-01-05,2025-01-04
CAR999,Audi,Compact,A-2625,2024-04-08,2025-04-08
CAR437,Honda,SUV,C-2796,2022-12-03,2023-12-03
CAR648,Toyota,SUV,F-1401,2024-09-11,2025-09-11
CAR447,Audi,Luxury,B-9218,2023-06-02,2024-06-01
CAR544,BMW,Sports,F-6118,2024-03-11,2025-03-11
CAR700,Honda,Luxury,A-2304,2024-09-13,2025-09-13
CAR602,Nissan,SUV,A-7325,2024-01-08,2025-01-07
CAR698,Mercedes,Sports,A-7312,2023-07-24,2024-07-23
CAR134,Toyota,Luxury,A-2816,2023-01-20,2024-01-20
CAR408,Audi,SUV,C-6525,2023-09-17,2024-09-16
CAR919,BMW,SUV,C-8595,2023-03-05,2024-03-04
CAR561,Toyota,Luxury,B-1262,2023-01-11,2024-01-11
CAR521,Honda,Sports,B-6801,2023-03-01,2024-02-29
CAR473,Nissan,Sports,E-7500,2023-03-24,2024-03-23
CAR841,Mercedes,SUV,E-4601,2023-11-06,2024-11-05
CAR729,Audi,SUV,E-6914,2023-10-08,2024-10-07
CAR476,Audi,Luxury,B-3029,2024-01-02,2025-01-01
CAR270,Audi,SUV,A-7150,2024-07-18,2025-07-18
CAR305,Honda,Luxury,D-7863,2024-02-14,2025-02-13
CAR339,Nissan,Compact,A-1489,2024-05-17,2025-05-17
CAR241,Toyota,Sedan,F-9793,2022-12-25,2023-12-25
CAR671,Audi,Sports,C-9930,2022-12-20,2023-12-20
CAR981,Toyota,SUV,C-4085,2023-03-28,2024-03-27
CAR225,BMW,Luxury,C-9075,2023-10-11,2024-10-10
CAR134,Honda,Sports,E-2938,2023-02-16,2024-02-16
CAR697,Toyota,Sedan,C-8532,2023-07-29,2024-07-28
CAR381,Toyota,SUV,F-1324,2023-01-27,2024-01-27
CAR545,BMW,Sports,A-8159,2023-05-30,2024-05-29
CAR993,Toyota,SUV,F-4611,2023-04-07,2024-04-06
CAR760,Nissan,SUV,B-6837,2023-02-14,2024-02-14
CAR571,Audi,Compact,E-6407,2023-01-31,2024-01-31
CAR707,Nissan,SUV,A-4881,2023-04-04,2024-04-03
CAR216,Honda,SUV,B-1909,2024-05-27,2025-05-27
CAR594,Mercedes,Sports,C-3935,2023-12-24,2024-12-23
CAR101,BMW,Luxury,C-5537,2023-11-30,2024-11-29
CAR206,BMW,Sedan,C-5409,2023-03-05,2024-03-04
CAR149,Mercedes,Sports,B-9851,2023-02-15,2024-02-15
CAR378,Mercedes,Luxury,E-7167,2024-05-14,2025-05-14
CAR382,Mercedes,Sports,C-3679,2023-12-15,2024-12-14
CAR199,Honda,SUV,C-2268,2024-04-03,2025-04-03
CAR529,Honda,Sports,A-5535,2023-11-24,2024-11-23
CAR216,Toyota,SUV,A-5479,2024-05-08,2025-05-08
CAR883,BMW,Compact,D-4311,2024-06-19,2025-06-19
CAR689,Nissan,Luxury,B-4947,2022-12-09,2023-12-09
CAR814,Audi,Sedan,A-3692,2024-09-28,2025-09-28
CAR866,Nissan,Luxury,E-3977,2023-08-18,2024-08-17
CAR768,BMW,Compact,D-9577,2024-03-06,2025-03-06
CAR252,Toyota,Sports,C-7311,2023-03-16,2024-03-15
CAR476,Audi,Compact,C-8971,2023-10-22,2024-10-21
CAR898,Mercedes,SUV,C-1068,2023-12-31,2024-12-30
CAR644,Nissan,Sports,E-1808,2023-03-17,2024-03-16
CAR802,Honda,Compact,F-8733,2024-01-29,2025-01-28
CAR316,Toyota,SUV,A-3222,2024-08-28,2025-08-28
CAR663,Audi,Compact,D-3575,2024-03-17,2025-03-17
CAR107,Nissan,Compact,B-6536,2023-10-10,2024-10-09
CAR324,Honda,Sports,F-8009,2023-09-13,2024-09-12
CAR417,Toyota,Sedan,C-2486,2023-08-10,2024-08-09
CAR862,Honda,Sports,E-2275,2024-02-23,2025-02-22
CAR434,Mercedes,Luxury,B-4710,2024-02-20,2025-02-19
CAR296,Honda,Luxury,D-4274,2023-09-27,2024-09-26
CAR913,BMW,SUV,B-7424,2024-07-04,2025-07-04
CAR690,Honda,SUV,C-2768,2023-04-08,2024-04-07
CAR291,Honda,Sedan,E-5697,2022-11-16,2023-11-16
CAR622,Audi,Compact,E-6089,2023-07-22,2024-07-21
CAR551,Mercedes,Sports,C-6253,2023-05-22,2024-05-21
CAR698,Toyota,Sedan,B-1621,2023-05-16,2024-05-15
CAR396,Mercedes,Sedan,A-5498,2023-02-28,2024-02-28
CAR434,Mercedes,Compact,D-5490,2023-07-22,2024-07-21
CAR499,Audi,Luxury,A-6987,2023-01-08,2024-01-08
CAR463,BMW,Compact,D-1836,2023-11-27,2024-11-26
CAR349,Nissan,SUV,D-8110,2024-08-02,2025-08-02
CAR972,BMW,SUV,C-2198,2024-01-10,2025-01-09
CAR345,Nissan,Sports,F-6127,2023-10-22,2024-10-21
CAR126,Honda,Luxury,D-7208,2024-01-03,2025-01-02
CAR916,Mercedes,Sports,F-3795,2023-08-20,2024-08-19
CAR640,Audi,Compact,A-4038,2024-01-03,2025-01-02
CAR142,Audi,Compact,C-3440,2024-07-11,2025-07-11
CAR352,Nissan,Luxury,C-4074,2024-07-17,2025-07-17
CAR532,BMW,Sports,F-8933,2023-05-25,2024-05-24
CAR329,Nissan,Luxury,B-1655,2023-03-05,2024-03-04
CAR109,BMW,Sports,F-3620,2024-06-04,2025-06-04
CAR163,Audi,Sports,F-2951,2024-01-05,2025-01-04
CAR741,BMW,SUV,F-5823,2023-06-28,2024-06-27
