CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR171,Nissan,Luxury,E-3468,2023-10-25,2024-10-24
CAR592,Nissan,Compact,D-5641,2023-04-18,2024-04-17
CAR584,Audi,Compact,D-4768,2023-09-25,2024-09-24
CAR389,BMW,Luxury,F-6089,2024-08-12,2025-08-12
CAR902,Mercedes,Compact,B-1565,2023-08-14,2024-08-13
CAR624,BMW,Luxury,D-2179,2023-02-25,2024-02-25
CAR312,Toyota,SUV,D-9604,2024-06-06,2025-06-06
CAR745,Mercedes,Luxury,D-7502,2023-09-18,2024-09-17
CAR834,Mercedes,Sedan,B-9082,2023-12-20,2024-12-19
CAR968,Nissan,Sedan,E-7439,2023-09-21,2024-09-20
CAR987,Nissan,Sedan,C-1938,2023-06-08,2024-06-07
CAR955,Toyota,Compact,A-9848,2023-05-25,2024-05-24
CAR579,Mercedes,Luxury,B-6825,2024-09-19,2025-09-19
CAR338,Honda,Luxury,A-7318,2024-10-12,2025-10-12
CAR877,Mercedes,Compact,F-5677,2024-08-03,2025-08-03
CAR697,Honda,SUV,A-5731,2024-02-18,2025-02-17
CAR841,Honda,Luxury,D-1977,2023-11-27,2024-11-26
CAR266,Toyota,Compact,A-2308,2023-07-28,2024-07-27
CAR642,Audi,Compact,F-5941,2024-08-14,2025-08-14
CAR886,Honda,Luxury,C-7678,2024-08-07,2025-08-07
CAR128,Toyota,Sports,B-7008,2023-09-09,2024-09-08
CAR545,Audi,Compact,E-4176,2023-07-29,2024-07-28
CAR410,Toyota,Sports,A-3120,2024-03-21,2025-03-21
CAR591,Nissan,Compact,A-7627,2024-01-05,2025-01-04
CAR750,Honda,Luxury,C-4702,2023-09-30,2024-09-29
CAR663,Nissan,Compact,C-1750,2024-05-15,2025-05-15
CAR244,Mercedes,Luxury,F-9060,2022-11-29,2023-11-29
CAR810,Audi,Compact,E-5838,2023-03-25,2024-03-24
CAR277,Audi,Sedan,F-9553,2023-01-04,2024-01-04
CAR561,Mercedes,Luxury,E-8351,2024-07-04,2025-07-04
CAR585,Toyota,Sedan,D-3253,2024-09-14,2025-09-14
CAR451,Nissan,Compact,D-8468,2024-06-22,2025-06-22
CAR727,Toyota,Compact,E-8577,2024-02-06,2025-02-05
CAR143,Mercedes,Sedan,D-9218,2024-07-20,2025-07-20
CAR980,Toyota,Sedan,A-4901,2023-11-11,2024-11-10
CAR984,Nissan,Sports,C-2882,2024-02-04,2025-02-03
CAR546,Audi,Compact,F-1762,2023-11-20,2024-11-19
CAR608,Mercedes,Compact,C-2735,2024-09-10,2025-09-10
CAR242,Honda,Luxury,F-6357,2024-08-18,2025-08-18
CAR810,BMW,Sedan,C-1849,2023-05-05,2024-05-04
CAR406,Toyota,Compact,F-5388,2024-01-21,2025-01-20
CAR629,BMW,Compact,B-8832,2023-05-08,2024-05-07
CAR638,Honda,Sports,B-7611,2024-09-18,2025-09-18
CAR832,BMW,Compact,E-7156,2023-03-27,2024-03-26
CAR189,BMW,Compact,B-9340,2023-10-12,2024-10-11
CAR658,BMW,SUV,F-1993,2023-02-11,2024-02-11
CAR608,Mercedes,Sedan,B-4695,2023-06-23,2024-06-22
CAR623,Mercedes,SUV,E-9284,2023-11-02,2024-11-01
CAR889,BMW,Luxury,C-6101,2024-04-15,2025-04-15
CAR345,Audi,Luxury,B-7816,2024-04-14,2025-04-14
CAR916,Audi,Luxury,C-9642,2023-03-19,2024-03-18
CAR105,BMW,Sedan,C-4910,2024-10-09,2025-10-09
CAR505,Mercedes,Compact,F-3799,2022-12-19,2023-12-19
CAR806,Toyota,Compact,F-7718,2023-02-19,2024-02-19
CAR785,Nissan,SUV,E-2780,2024-05-08,2025-05-08
CAR844,Mercedes,Compact,E-4724,2024-08-30,2025-08-30
CAR796,Audi,Compact,C-6091,2023-07-27,2024-07-26
CAR616,Toyota,Sports,A-3723,2024-04-16,2025-04-16
CAR633,Toyota,Compact,C-4216,2023-11-03,2024-11-02
CAR279,Audi,Luxury,E-9493,2023-08-07,2024-08-06
CAR337,Audi,Sedan,C-3888,2023-07-17,2024-07-16
CAR891,Mercedes,Compact,A-6945,2023-04-20,2024-04-19
CAR219,Audi,SUV,D-3605,2024-01-05,2025-01-04
CAR156,Honda,Sports,F-6242,2024-07-18,2025-07-18
CAR212,Mercedes,Sports,F-6424,2023-12-18,2024-12-17
CAR308,Honda,Sports,D-6547,2022-12-30,2023-12-30
CAR768,BMW,Luxury,B-6696,2023-08-26,2024-08-25
CAR100,Mercedes,Luxury,E-8190,2024-07-01,2025-07-01
CAR246,BMW,Sports,B-9523,2023-08-15,2024-08-14
CAR783,Audi,Luxury,E-3348,2024-09-27,2025-09-27
CAR731,BMW,Compact,F-9187,2024-03-06,2025-03-06
CAR353,BMW,SUV,F-4413,2024-05-18,2025-05-18
CAR349,Nissan,Luxury,F-5581,2022-12-13,2023-12-13
CAR304,Audi,Sedan,C-5394,2024-09-09,2025-09-09
