CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR100,BMW,Luxury,B-2905,2022-11-22,2023-11-22
CAR160,Audi,Compact,C-1494,2023-08-02,2024-08-01
CAR253,Audi,Sports,B-7558,2024-01-26,2025-01-25
CAR751,Honda,Luxury,B-3270,2024-04-08,2025-04-08
CAR731,Nissan,Compact,C-6399,2024-02-22,2025-02-21
CAR679,Audi,Sedan,A-2329,2023-10-11,2024-10-10
CAR595,BMW,SUV,C-8177,2024-10-19,2025-10-19
CAR934,Mercedes,SUV,C-5678,2023-12-02,2024-12-01
CAR971,Audi,Sports,A-6063,2023-02-28,2024-02-28
CAR669,Audi,Compact,B-8838,2024-05-11,2025-05-11
CAR914,Toyota,Compact,F-9835,2023-06-07,2024-06-06
CAR472,Toyota,Compact,E-7074,2023-07-19,2024-07-18
CAR772,BMW,Luxury,A-7071,2023-01-02,2024-01-02
CAR873,BMW,SUV,B-9639,2024-10-19,2025-10-19
CAR697,Toyota,Sports,F-4277,2023-11-09,2024-11-08
CAR962,BMW,Sedan,C-7266,2023-01-16,2024-01-16
CAR569,Mercedes,SUV,E-9962,2023-11-30,2024-11-29
CAR601,Honda,Compact,D-6453,2023-08-25,2024-08-24
CAR610,Audi,SUV,B-4388,2024-03-31,2025-03-31
CAR181,Honda,Luxury,D-4689,2023-02-08,2024-02-08
CAR917,Toyota,Compact,A-5223,2024-02-25,2025-02-24
CAR362,Honda,Luxury,A-8404,2023-08-03,2024-08-02
CAR623,Audi,Luxury,B-6198,2024-07-23,2025-07-23
CAR611,BMW,SUV,C-3542,2023-05-24,2024-05-23
CAR460,BMW,Compact,D-8674,2023-05-26,2024-05-25
CAR476,Toyota,SUV,C-1708,2023-11-20,2024-11-19
CAR937,Mercedes,SUV,C-7651,2024-03-25,2025-03-25
CAR102,Audi,SUV,E-3768,2024-04-23,2025-04-23
CAR535,Toyota,Compact,C-1139,2024-06-27,2025-06-27
CAR814,Honda,Compact,D-4549,2023-05-12,2024-05-11
CAR693,Audi,Compact,F-4931,2024-08-31,2025-08-31
CAR811,Honda,SUV,C-8929,2024-06-14,2025-06-14
CAR313,Toyota,Compact,A-6036,2023-07-25,2024-07-24
CAR136,Toyota,Sports,F-6402,2023-09-01,2024-08-31
CAR843,Honda,Sports,A-7067,2024-10-31,2025-10-31
CAR635,BMW,Sports,B-4455,2023-09-25,2024-09-24
CAR838,Honda,Sports,C-6866,2023-05-12,2024-05-11
CAR861,Audi,Luxury,E-4048,2023-12-29,2024-12-28
CAR923,Nissan,Compact,C-5329,2023-01-24,2024-01-24
CAR770,Toyota,Sedan,B-8914,2023-07-16,2024-07-15
CAR716,Mercedes,Luxury,D-6952,2023-09-26,2024-09-25
CAR798,BMW,Sedan,C-8112,2023-03-18,2024-03-17
CAR872,Nissan,Sedan,B-7167,2022-11-23,2023-11-23
CAR888,BMW,Sedan,B-6995,2023-03-16,2024-03-15
CAR457,Audi,SUV,A-5126,2023-08-16,2024-08-15
CAR414,Toyota,Compact,A-8571,2024-07-19,2025-07-19
CAR898,Mercedes,Compact,F-2103,2023-09-22,2024-09-21
CAR106,Nissan,SUV,E-2191,2024-10-31,2025-10-31
CAR998,Nissan,Sports,F-2873,2024-05-13,2025-05-13
CAR364,Honda,SUV,B-8816,2023-08-24,2024-08-23
CAR196,Mercedes,Sports,A-1128,2023-04-25,2024-04-24
CAR526,Mercedes,Sedan,C-5919,2023-12-17,2024-12-16
CAR634,Honda,Luxury,C-5415,2023-11-14,2024-11-13
CAR679,Toyota,Compact,B-5669,2023-11-23,2024-11-22
CAR806,Mercedes,Compact,D-6820,2024-07-24,2025-07-24
CAR922,Toyota,Sports,B-4324,2023-12-13,2024-12-12
CAR499,Toyota,Compact,C-9603,2022-12-20,2023-12-20
CAR693,Mercedes,Compact,C-3312,2023-04-01,2024-03-31
CAR373,Honda,Luxury,F-2148,2023-09-23,2024-09-22
CAR429,Audi,Sedan,D-4783,2024-04-04,2025-04-04
CAR846,Mercedes,Compact,D-6979,2024-06-26,2025-06-26
CAR449,Honda,Compact,C-7914,2023-01-13,2024-01-13
CAR933,BMW,Compact,B-2019,2024-03-26,2025-03-26
CAR122,Audi,SUV,E-6189,2023-11-16,2024-11-15
CAR955,Audi,Luxury,D-3585,2023-06-25,2024-06-24
CAR232,Honda,SUV,D-1659,2023-10-12,2024-10-11
CAR649,Honda,SUV,C-6522,2024-10-13,2025-10-13
CAR766,Mercedes,Sports,F-6399,2023-04-24,2024-04-23
CAR470,BMW,Compact,E-6567,2024-07-13,2025-07-13
CAR508,Toyota,Luxury,B-7355,2024-05-25,2025-05-25
CAR546,Audi,Luxury,B-9518,2024-05-15,2025-05-15
CAR873,Honda,SUV,A-4048,2024-02-11,2025-02-10
CAR827,BMW,Luxury,D-9581,2024-06-06,2025-06-06
CAR133,Nissan,Compact,A-8991,2023-08-03,2024-08-02
CAR792,Honda,SUV,F-8557,2024-06-24,2025-06-24
CAR935,Honda,Sports,D-4039,2023-11-09,2024-11-08
CAR148,Toyota,Compact,F-5505,2023-09-11,2024-09-10
CAR355,Honda,Luxury,E-6335,2024-06-25,2025-06-25
CAR348,Mercedes,Compact,A-6675,2023-07-21,2024-07-20
CAR901,Audi,SUV,B-1362,2024-02-10,2025-02-09
CAR515,Toyota,Sedan,D-1290,2024-05-01,2025-05-01
CAR420,Honda,Luxury,E-6153,2024-08-01,2025-08-01
CAR911,Honda,Sedan,A-7659,2023-08-09,2024-08-08
CAR159,Nissan,SUV,F-4683,2022-12-23,2023-12-23
CAR138,BMW,Sports,D-3430,2024-05-12,2025-05-12
CAR357,Mercedes,SUV,B-6311,2023-03-06,2024-03-05
CAR866,Audi,Sedan,D-3273,2023-07-01,2024-06-30
CAR634,Honda,Luxury,C-6894,2024-10-28,2025-10-28
CAR981,Toyota,Sports,B-5302,2023-03-18,2024-03-17
CAR120,Mercedes,Sports,E-7754,2024-04-21,2025-04-21
CAR122,Mercedes,Luxury,F-4817,2023-06-30,2024-06-29
CAR496,Nissan,Sports,F-3235,2024-02-08,2025-02-07
CAR890,Toyota,Compact,C-9937,2024-10-28,2025-10-28
CAR157,Toyota,Sedan,F-9210,2024-02-13,2025-02-12
