CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR538,Toyota,Compact,E-5207,2023-07-06,2024-07-05
CAR668,Audi,Sports,D-5938,2024-10-01,2025-10-01
CAR571,Audi,Sports,B-3815,2024-03-31,2025-03-31
CAR627,BMW,Compact,D-3396,2023-04-15,2024-04-14
CAR897,Mercedes,SUV,C-3517,2023-09-30,2024-09-29
CAR873,BMW,Sedan,D-9356,2024-10-25,2025-10-25
CAR907,Toyota,SUV,F-2344,2022-12-26,2023-12-26
CAR999,BMW,Compact,D-1786,2023-04-01,2024-03-31
CAR585,Audi,Compact,F-5456,2023-05-30,2024-05-29
CAR232,Nissan,Compact,E-7991,2023-04-21,2024-04-20
CAR299,Nissan,Compact,B-4269,2024-07-27,2025-07-27
CAR173,Mercedes,Sports,D-8537,2023-11-13,2024-11-12
CAR171,BMW,Sports,C-2967,2024-03-16,2025-03-16
CAR399,Mercedes,Luxury,F-6516,2023-05-20,2024-05-19
CAR595,Audi,Compact,F-6210,2023-12-12,2024-12-11
CAR773,BMW,Compact,F-8586,2023-04-14,2024-04-13
CAR227,Mercedes,Sports,C-2096,2023-05-19,2024-05-18
CAR201,BMW,Sports,D-7265,2023-09-30,2024-09-29
CAR775,Nissan,Luxury,C-7500,2024-01-02,2025-01-01
CAR397,Toyota,Luxury,B-1429,2023-11-29,2024-11-28
CAR895,Mercedes,Sports,E-7315,2024-09-10,2025-09-10
CAR674,Toyota,Sports,D-1739,2024-01-29,2025-01-28
CAR480,Mercedes,SUV,E-7002,2023-10-28,2024-10-27
CAR385,Toyota,Sedan,C-5381,2023-03-01,2024-02-29
CAR489,Audi,Sedan,A-5455,2023-01-05,2024-01-05
CAR876,Audi,SUV,C-3808,2023-11-17,2024-11-16
CAR390,Mercedes,SUV,F-1323,2023-06-07,2024-06-06
CAR248,Mercedes,Sedan,B-3229,2024-04-19,2025-04-19
CAR925,Audi,Compact,B-4434,2024-03-13,2025-03-13
CAR202,Audi,Sedan,F-4823,2024-08-17,2025-08-17
CAR343,Mercedes,Sedan,B-4753,2023-10-06,2024-10-05
CAR752,Toyota,Luxury,C-9360,2024-07-12,2025-07-12
CAR184,Honda,Sports,F-4136,2024-07-19,2025-07-19
CAR121,Nissan,Sports,C-3538,2023-11-11,2024-11-10
CAR399,Mercedes,Sports,D-4733,2024-06-28,2025-06-28
CAR991,Honda,SUV,B-3037,2023-11-15,2024-11-14
CAR392,Toyota,SUV,B-1945,2024-09-09,2025-09-09
CAR621,Nissan,Sports,A-8873,2023-08-09,2024-08-08
CAR108,Audi,Luxury,E-4569,2023-05-18,2024-05-17
CAR387,Audi,Sports,A-9449,2023-12-17,2024-12-16
CAR312,Mercedes,Luxury,F-6089,2023-09-27,2024-09-26
CAR811,Toyota,Sedan,E-2134,2023-11-13,2024-11-12
CAR250,BMW,Sedan,D-2004,2022-11-22,2023-11-22
CAR914,Nissan,Sports,F-2494,2024-06-03,2025-06-03
CAR313,Nissan,Compact,B-8698,2023-11-07,2024-11-06
CAR317,Honda,Compact,C-5474,2024-01-21,2025-01-20
CAR135,Nissan,Compact,C-3004,2024-11-04,2025-11-04
CAR390,BMW,Luxury,C-4779,2024-02-13,2025-02-12
CAR566,Audi,Compact,C-4035,2023-03-11,2024-03-10
CAR276,Honda,Sports,F-3761,2024-06-10,2025-06-10
CAR665,Nissan,Sports,D-1028,2023-04-26,2024-04-25
CAR962,Honda,Luxury,C-7602,2023-08-24,2024-08-23
CAR153,Mercedes,Compact,C-5238,2023-11-20,2024-11-19
CAR914,Mercedes,Sports,C-1149,2023-11-05,2024-11-04
CAR252,Mercedes,Luxury,F-1640,2023-10-09,2024-10-08
CAR559,Audi,Sedan,E-9926,2024-03-23,2025-03-23
CAR894,Honda,Sports,F-6598,2024-05-02,2025-05-02
CAR384,Audi,Compact,B-3092,2024-08-13,2025-08-13
CAR205,Toyota,Luxury,E-2500,2023-12-17,2024-12-16
CAR651,Nissan,Compact,B-8634,2024-07-06,2025-07-06
CAR873,Nissan,Compact,C-9443,2024-09-01,2025-09-01
CAR792,Toyota,Sports,C-9127,2024-08-29,2025-08-29
CAR776,BMW,Compact,E-1594,2024-10-19,2025-10-19
CAR465,Toyota,Sedan,E-1490,2023-01-17,2024-01-17
CAR813,BMW,Sports,E-9772,2023-12-20,2024-12-19
CAR287,Nissan,Luxury,F-8218,2024-10-24,2025-10-24
CAR295,Mercedes,SUV,D-2165,2024-07-09,2025-07-09
CAR552,BMW,Sports,C-9637,2023-07-07,2024-07-06
CAR979,BMW,Sports,B-3846,2023-12-30,2024-12-29
CAR750,Honda,Luxury,B-7221,2022-11-09,2023-11-09
CAR787,Nissan,Luxury,A-2893,2023-02-24,2024-02-24
CAR821,Mercedes,Sports,E-3633,2024-02-06,2025-02-05
CAR546,BMW,Luxury,A-4560,2023-03-31,2024-03-30
CAR405,Mercedes,SUV,C-6390,2024-03-23,2025-03-23
CAR162,Audi,Compact,C-4007,2023-04-04,2024-04-03
CAR965,BMW,Luxury,A-2913,2023-08-30,2024-08-29
CAR441,Audi,Sedan,F-5699,2023-03-02,2024-03-01
CAR580,Honda,Luxury,C-3209,2023-12-25,2024-12-24
CAR755,Toyota,SUV,F-9859,2024-03-15,2025-03-15
CAR578,Mercedes,SUV,A-8143,2023-02-25,2024-02-25
CAR361,Audi,SUV,B-7175,2023-11-02,2024-11-01
CAR774,Nissan,Sports,C-1672,2024-06-09,2025-06-09
CAR199,Honda,SUV,B-8950,2022-12-27,2023-12-27
CAR712,Honda,Compact,E-1669,2024-10-07,2025-10-07
CAR153,Nissan,Luxury,F-5699,2024-10-11,2025-10-11
CAR906,BMW,Luxury,E-6713,2024-08-27,2025-08-27
CAR288,Mercedes,SUV,E-2039,2024-05-05,2025-05-05
CAR373,Audi,Luxury,D-6455,2024-09-10,2025-09-10
CAR723,Mercedes,SUV,D-8298,2024-09-24,2025-09-24
CAR978,Honda,SUV,E-8390,2023-01-23,2024-01-23
CAR151,Audi,Sedan,C-2518,2023-01-28,2024-01-28
CAR570,Nissan,Sedan,E-7220,2023-08-18,2024-08-17
CAR748,Audi,Sports,F-6591,2024-05-16,2025-05-16
CAR630,Mercedes,Luxury,A-8270,2023-05-15,2024-05-14
CAR916,Nissan,Sedan,F-1622,2024-08-22,2025-08-22
CAR127,Toyota,Sports,E-3287,2024-05-11,2025-05-11
CAR168,Honda,Luxury,A-4186,2024-05-19,2025-05-19
CAR850,Nissan,Compact,E-7472,2024-09-18,2025-09-18
CAR403,Mercedes,Compact,C-6225,2023-12-19,2024-12-18
CAR448,BMW,Luxury,B-2833,2023-09-16,2024-09-15
CAR415,Audi,Compact,F-8259,2022-12-02,2023-12-02
CAR252,Toyota,Sports,E-7817,2024-04-01,2025-04-01
CAR200,Toyota,Compact,F-1132,2024-04-19,2025-04-19
CAR535,Toyota,Sedan,C-6317,2023-03-25,2024-03-24
CAR785,Toyota,SUV,F-8129,2024-09-14,2025-09-14
CAR952,Honda,SUV,B-9004,2024-07-27,2025-07-27
CAR741,BMW,Luxury,B-1264,2023-03-24,2024-03-23
CAR391,BMW,Luxury,D-2262,2024-10-21,2025-10-21
CAR222,Toyota,Compact,E-6144,2024-07-21,2025-07-21
CAR298,Nissan,Sedan,A-6979,2024-06-13,2025-06-13
CAR296,Toyota,Compact,B-3970,2023-09-08,2024-09-07
CAR536,Nissan,Sports,B-1837,2023-04-12,2024-04-11
CAR959,BMW,Sedan,C-3391,2024-01-06,2025-01-05
CAR712,Honda,Sports,B-5928,2024-02-05,2025-02-04
CAR472,Mercedes,Sedan,B-3959,2022-12-07,2023-12-07
CAR663,Honda,Luxury,F-2863,2024-11-05,2025-11-05
CAR421,Toyota,Compact,E-3146,2024-07-13,2025-07-13
CAR985,Toyota,Luxury,F-8588,2023-08-26,2024-08-25
CAR834,Toyota,Compact,E-8787,2023-02-08,2024-02-08
CAR738,Toyota,Luxury,D-2326,2023-05-07,2024-05-06
CAR847,Nissan,Luxury,F-1443,2024-06-22,2025-06-22
CAR186,Nissan,Compact,D-9492,2023-11-08,2024-11-07
CAR973,Honda,SUV,F-6561,2024-07-25,2025-07-25
CAR886,BMW,SUV,E-3212,2023-01-10,2024-01-10
CAR769,BMW,Sports,A-3505,2023-06-15,2024-06-14
CAR415,Audi,SUV,C-9484,2023-12-27,2024-12-26
CAR608,Nissan,Luxury,E-5476,2023-05-01,2024-04-30
CAR259,Honda,Sedan,D-9358,2023-07-09,2024-07-08
CAR896,BMW,Sports,E-3234,2023-04-14,2024-04-13
CAR246,Honda,Sedan,E-8317,2024-02-09,2025-02-08
CAR149,Toyota,Sports,D-5323,2024-10-08,2025-10-08
