CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR817,Mercedes,Luxury,D-3128,2023-12-08,2024-12-07
CAR877,Audi,Compact,F-1797,2023-03-25,2024-03-24
CAR697,Mercedes,Luxury,D-1969,2024-09-18,2025-09-18
CAR354,Honda,Sedan,E-8978,2024-09-15,2025-09-15
CAR225,Nissan,SUV,B-7150,2024-09-15,2025-09-15
CAR303,Toyota,Sedan,F-8255,2023-10-20,2024-10-19
CAR893,Nissan,Sedan,D-9697,2023-07-11,2024-07-10
CAR250,BMW,Luxury,C-6580,2024-02-21,2025-02-20
CAR759,Audi,Sedan,A-7179,2022-12-29,2023-12-29
CAR741,Toyota,Luxury,C-1344,2023-01-07,2024-01-07
CAR160,Mercedes,Sedan,A-6653,2022-12-04,2023-12-04
CAR476,Honda,Sedan,C-5665,2023-01-22,2024-01-22
CAR383,Audi,Sports,F-3601,2024-03-20,2025-03-20
CAR102,Honda,Luxury,F-6039,2023-01-30,2024-01-30
CAR870,Honda,Compact,D-4470,2023-03-31,2024-03-30
CAR825,BMW,SUV,C-4627,2023-06-07,2024-06-06
CAR256,Honda,Sedan,A-9076,2023-11-23,2024-11-22
CAR767,BMW,Luxury,E-6469,2024-03-29,2025-03-29
CAR764,BMW,SUV,F-6311,2023-11-28,2024-11-27
CAR491,Toyota,Sedan,C-3583,2024-04-28,2025-04-28
CAR961,Toyota,Sports,A-3523,2023-06-14,2024-06-13
CAR349,Honda,Sports,C-8986,2024-07-17,2025-07-17
CAR247,Toyota,Compact,D-9750,2023-02-25,2024-02-25
CAR966,Honda,Luxury,D-3418,2024-01-24,2025-01-23
CAR718,BMW,SUV,A-9365,2024-03-25,2025-03-25
CAR931,Toyota,SUV,A-2089,2024-04-01,2025-04-01
CAR440,Mercedes,SUV,B-9458,2023-09-24,2024-09-23
CAR511,Audi,Sports,D-9558,2023-08-31,2024-08-30
CAR913,Mercedes,SUV,E-2510,2023-03-02,2024-03-01
