CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR235,Mercedes,Sports,B-1069,2023-12-16,2024-12-15
CAR602,Audi,Compact,E-4942,2024-06-20,2025-06-20
CAR838,Nissan,Compact,D-6147,2023-12-15,2024-12-14
CAR856,Mercedes,Sedan,E-7741,2023-04-27,2024-04-26
CAR886,Mercedes,Sports,E-8181,2024-02-24,2025-02-23
CAR172,Nissan,Luxury,B-8865,2023-11-06,2024-11-05
CAR574,BMW,Luxury,B-4857,2023-04-29,2024-04-28
CAR302,Honda,Luxury,C-7666,2022-11-13,2023-11-13
CAR183,Mercedes,Sports,D-2455,2023-09-06,2024-09-05
CAR277,Mercedes,Sedan,B-2715,2023-07-17,2024-07-16
CAR251,Toyota,Sports,C-9816,2024-10-11,2025-10-11
CAR504,Nissan,Luxury,C-1293,2024-09-28,2025-09-28
CAR649,Nissan,Sedan,C-5256,2024-06-24,2025-06-24
CAR731,BMW,Compact,B-4856,2023-11-29,2024-11-28
CAR961,BMW,Sports,F-1277,2023-12-14,2024-12-13
CAR329,Honda,Sports,A-6591,2024-06-21,2025-06-21
CAR453,Toyota,Sports,F-4562,2023-08-16,2024-08-15
CAR839,Toyota,Luxury,F-3762,2024-02-06,2025-02-05
CAR211,Mercedes,Compact,C-1349,2024-02-11,2025-02-10
CAR626,Honda,Luxury,E-1719,2024-06-13,2025-06-13
CAR578,Audi,Sedan,D-7935,2024-02-01,2025-01-31
CAR419,Nissan,Sports,B-2727,2024-05-04,2025-05-04
CAR887,Mercedes,Luxury,D-7318,2024-08-07,2025-08-07
CAR601,Honda,Sports,D-5056,2024-10-17,2025-10-17
CAR504,Nissan,Sedan,F-4823,2024-06-02,2025-06-02
CAR135,Toyota,Luxury,C-3933,2023-06-05,2024-06-04
CAR860,Audi,Compact,F-4348,2024-01-28,2025-01-27
CAR126,Mercedes,SUV,C-2585,2024-01-20,2025-01-19
CAR749,Toyota,Luxury,E-6908,2023-07-05,2024-07-04
CAR497,Audi,Compact,D-5832,2024-10-28,2025-10-28
CAR208,BMW,Sedan,A-8003,2024-07-26,2025-07-26
CAR740,Toyota,Compact,B-8215,2024-09-09,2025-09-09
CAR818,Mercedes,Sedan,B-5780,2024-07-04,2025-07-04
CAR503,Audi,Sedan,C-7489,2022-12-22,2023-12-22
CAR660,Honda,SUV,D-5255,2023-07-24,2024-07-23
CAR391,Audi,Sedan,F-2211,2023-12-16,2024-12-15
CAR421,Toyota,Compact,D-7660,2023-05-12,2024-05-11
