CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR822,Nissan,Compact,D-2132,2023-03-14,2024-03-13
CAR578,Mercedes,SUV,B-1272,2023-08-14,2024-08-13
CAR567,Mercedes,Sports,A-8114,2022-11-17,2023-11-17
CAR329,Nissan,Sedan,D-1509,2023-07-07,2024-07-06
CAR165,BMW,SUV,F-2148,2022-12-09,2023-12-09
CAR632,Mercedes,Luxury,B-9230,2023-08-10,2024-08-09
CAR922,Nissan,Luxury,C-9352,2023-09-29,2024-09-28
CAR615,Mercedes,Luxury,E-9906,2023-12-22,2024-12-21
CAR347,Nissan,SUV,C-1575,2023-06-15,2024-06-14
CAR895,Nissan,Compact,F-5162,2024-02-27,2025-02-26
CAR807,Mercedes,Sports,A-7782,2023-04-13,2024-04-12
CAR330,Nissan,Luxury,F-6485,2024-02-16,2025-02-15
CAR255,BMW,Luxury,C-3904,2024-07-15,2025-07-15
CAR125,Toyota,Sedan,E-9116,2023-02-23,2024-02-23
CAR206,BMW,Sedan,D-7470,2023-12-08,2024-12-07
CAR980,BMW,Luxury,E-5903,2024-02-07,2025-02-06
CAR280,Honda,Sedan,C-7555,2023-05-07,2024-05-06
CAR300,Audi,Compact,B-7265,2023-06-02,2024-06-01
CAR639,Mercedes,Sedan,C-8504,2022-12-12,2023-12-12
CAR125,BMW,Sports,D-4750,2022-11-12,2023-11-12
CAR938,Nissan,Sports,D-2630,2023-11-26,2024-11-25
CAR929,Toyota,SUV,D-6133,2023-06-06,2024-06-05
CAR304,Audi,Compact,B-7268,2022-11-13,2023-11-13
CAR680,Mercedes,Luxury,B-5807,2023-07-09,2024-07-08
CAR589,Audi,Luxury,A-4551,2024-08-31,2025-08-31
CAR387,BMW,Compact,A-4618,2023-08-22,2024-08-21
CAR144,Mercedes,SUV,C-5067,2024-03-02,2025-03-02
CAR815,Honda,Luxury,B-5237,2024-05-04,2025-05-04
CAR384,Honda,Sedan,B-7280,2024-02-06,2025-02-05
CAR386,Audi,Sports,F-2397,2023-03-08,2024-03-07
CAR627,Nissan,Sedan,F-9693,2024-09-05,2025-09-05
CAR517,BMW,SUV,A-4244,2023-06-19,2024-06-18
CAR448,Nissan,Sedan,F-6616,2024-02-14,2025-02-13
CAR926,Toyota,Luxury,F-2793,2024-08-30,2025-08-30
CAR486,Nissan,Sedan,D-7209,2024-01-26,2025-01-25
CAR574,BMW,Sedan,C-7014,2024-05-30,2025-05-30
CAR652,BMW,SUV,E-5926,2024-09-17,2025-09-17
CAR136,Mercedes,Compact,D-3708,2023-01-01,2024-01-01
CAR704,BMW,Sports,D-5719,2023-02-01,2024-02-01
CAR668,Honda,Compact,A-8143,2022-11-22,2023-11-22
CAR980,Nissan,Luxury,A-4172,2024-09-08,2025-09-08
CAR579,Nissan,SUV,A-8793,2024-09-04,2025-09-04
CAR466,Toyota,SUV,A-6824,2024-02-02,2025-02-01
CAR424,BMW,Luxury,D-2082,2024-04-13,2025-04-13
CAR323,Nissan,Compact,C-5963,2023-07-21,2024-07-20
CAR709,BMW,Sedan,A-3443,2023-05-03,2024-05-02
CAR680,Audi,Sedan,C-1063,2023-04-03,2024-04-02
CAR567,BMW,Luxury,E-9964,2024-01-28,2025-01-27
CAR282,Toyota,Luxury,D-4117,2024-06-21,2025-06-21
CAR234,Toyota,Luxury,F-6170,2024-03-24,2025-03-24
CAR994,Honda,Sedan,A-7902,2024-07-08,2025-07-08
CAR151,Honda,SUV,F-4420,2024-04-24,2025-04-24
CAR224,Nissan,Compact,C-7238,2023-12-26,2024-12-25
CAR961,BMW,Sedan,B-8451,2024-09-26,2025-09-26
CAR735,BMW,Compact,A-8566,2023-12-01,2024-11-30
CAR284,Nissan,Luxury,A-5142,2023-06-28,2024-06-27
CAR190,Nissan,Sports,B-2384,2023-02-26,2024-02-26
CAR177,Toyota,SUV,F-8721,2024-02-12,2025-02-11
CAR356,Toyota,Luxury,C-3956,2023-02-01,2024-02-01
CAR178,Nissan,Sedan,E-2043,2024-03-01,2025-03-01
CAR649,BMW,Luxury,A-9389,2024-01-06,2025-01-05
CAR285,Audi,Sports,F-5929,2022-12-11,2023-12-11
CAR456,Mercedes,Sedan,F-8774,2024-07-22,2025-07-22
CAR547,Nissan,Sports,C-9060,2023-06-28,2024-06-27
CAR302,Nissan,Compact,B-1277,2024-03-05,2025-03-05
CAR728,Toyota,SUV,D-4652,2023-05-07,2024-05-06
CAR671,Nissan,Sports,B-1356,2024-10-07,2025-10-07
